,canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,genre,seq_len
911,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, ""Waldstein"", First Movement",train,2011,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_08_Track08_wav.midi,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_08_Track08_wav.wav,519.5601107809999,classical,53012
912,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, ""Waldstein"", First Movement",train,2011,2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_04_Track04_wav.midi,2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_04_Track04_wav.wav,521.564649375,classical,53158
913,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, ""Waldstein"", First Movement",train,2011,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_08_Track08_wav.midi,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_08_Track08_wav.wav,489.6789975,classical,59630
914,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, 1st mov.",train,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.wav,534.701655469,classical,46816
915,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, 1st mov.",train,2013,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.wav,506.99602078099997,classical,49488
916,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, First Movement",train,2008,2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.wav,481.75165499999997,classical,54324
917,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, I. Allegro con brio",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--2.wav,484.22604166699995,classical,51406
918,Ludwig van Beethoven,"Sonata No. 21 in C Major, Op. 53, I. Allegro con brio",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.wav,504.610416667,classical,59566
919,Ludwig van Beethoven,"Sonata No. 21 in C major, Op. 53, “Waldstein,” I. Allegro con brio",train,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--3.wav,470.28932671900003,classical,46682
920,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--2.midi,2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--2.wav,473.193194162,classical,47754
921,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--2.midi,2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--2.wav,637.070596287,classical,69622
922,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--2.midi,2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--2.wav,484.19100352099997,classical,51770
923,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--3.midi,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--3.wav,501.518910067,classical,60602
924,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--2.midi,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--2.wav,480.396150321,classical,49932
925,Ludwig van Beethoven,"Sonata No. 21, Op. 53, ""Waldstein"", I. Allegro con brio",train,2017,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--1.midi,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--1.wav,488.33307724199994,classical,57404
926,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57 (Complete)",train,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--3.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--3.wav,1251.28854167,classical,122368
927,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57 (Complete)",train,2008,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--2.midi,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--2.wav,593.318049844,classical,57778
928,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57, First Movement",train,2011,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_03_Track03_wav.midi,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_03_Track03_wav.wav,523.841623594,classical,51596
929,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57, First Movement",train,2011,2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_04_Track04_wav.midi,2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_04_Track04_wav.wav,572.423305781,classical,47864
930,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57, First Movement",train,2011,2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_08_Track08_wav.midi,2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_08_Track08_wav.wav,568.347455156,classical,58378
931,Ludwig van Beethoven,"Sonata No. 23 in F Minor, Op. 57, First Movement",train,2011,2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_15_Track15_wav.midi,2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_15_Track15_wav.wav,564.872565469,classical,54280
935,Ludwig van Beethoven,"Sonata No. 26 in E-Flat Major, Op. 81a, ""Les Adiex"", First Movement",train,2011,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.midi,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.wav,399.448051406,classical,33026
936,Ludwig van Beethoven,"Sonata No. 26 in E-Flat Major, Op. 81a, ""Les Adiex"", First Movement",train,2011,2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_03_Track03_wav.midi,2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_03_Track03_wav.wav,338.045869219,classical,32594
937,Ludwig van Beethoven,"Sonata No. 26 in E-flat Major, Op. 81a (2nd & 3rd Movements)",train,2004,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.wav,316.572784056,classical,24888
938,Ludwig van Beethoven,"Sonata No. 26 in E-flat Major, Op. 81a (2nd & 3rd Movements)",train,2004,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_03_Track03_wav.wav,453.392893256,classical,40222
939,Ludwig van Beethoven,"Sonata No. 26 in E-flat Major, Op. 81a, I. Das Lebewohl. Adagio - Allegro",train,2015,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.wav,407.45520833300003,classical,30022
942,Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.wav,1201.07919422,classical,111968
943,Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--1.wav,1162.39066453,classical,82518
944,Ludwig van Beethoven,"Sonata No. 28 in A Major, Op. 101 (Complete)",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--2.wav,1098.92518313,classical,71158
950,Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110 (Complete)",train,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.wav,1063.92121172,classical,71392
951,Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110 (Complete)",train,2014,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--3.midi,2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--3.wav,1137.43743094,classical,81070
952,Ludwig van Beethoven,"Sonata No. 31 in A-flat Major, Op. 110, First movement",train,2011,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.wav,397.215147656,classical,32686
955,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, 1st mov.",train,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.wav,330.763558125,classical,36762
956,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, 1st mov.",train,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.wav,325.30950375,classical,30094
957,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, First Movement",train,2011,2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.midi,2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.wav,332.583802031,classical,33592
958,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, I. Allegro molto e con brio",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.wav,338.472916667,classical,32482
959,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, I. Allegro molto e con brio",train,2017,2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--4.midi,2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--4.wav,325.877676696,classical,32906
960,Ludwig van Beethoven,"Sonata No. 4 in E-flat Major, Op. 7, I. Allegro molto e con brio",train,2017,2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--2.midi,2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--2.wav,333.37122972099996,classical,34562
961,Ludwig van Beethoven,"Sonata No. 5 in C Minor, Op. 10 No. 1, I. Allegro molto e con brio",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--2.wav,236.04166666700002,classical,20788
962,Ludwig van Beethoven,"Sonata No. 5 in C Minor, Op. 10 No. 1, I. Allegro molto e con brio",train,2011,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_03_Track03_wav.midi,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_03_Track03_wav.wav,271.508809687,classical,26766
963,Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, First Movement",train,2011,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_15_Track15_wav.midi,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_15_Track15_wav.wav,278.13273468799997,classical,26682
964,Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, First Movement",train,2013,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.wav,283.606821094,classical,24614
965,Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10 No. 3, First Movement",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.wav,397.789399219,classical,37502
966,Ludwig van Beethoven,"Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto",train,2017,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--1.midi,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--1.wav,304.532695817,classical,33376
967,Ludwig van Beethoven,"Sonata No. 7, Op. 10 No. 3 in D Major, I. Presto",train,2017,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--2.midi,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--2.wav,289.1011475,classical,26316
969,Ludwig van Beethoven,Sonata Op. 10/3,train,2006,2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.wav,1405.96413891,classical,109166
970,Ludwig van Beethoven,Sonata Op. 101,train,2006,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_02_Track02_wav.wav,1256.10718406,classical,102854
971,Ludwig van Beethoven,Sonata Op. 110,train,2006,2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_02_Track02_wav.wav,1075.70805891,classical,89154
974,Ludwig van Beethoven,"Sonata Op. 81 No. 26, 'Les Adieux'",train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.wav,370.49284269599997,classical,30106
975,Ludwig van Beethoven,"Sonata Op. 81 No. 26, 'Les Adieux'",train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.wav,563.933165452,classical,49382
976,Ludwig van Beethoven,"Sonata in A-flat, Op. 110",train,2004,2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.wav,362.762818735,classical,26520
977,Ludwig van Beethoven,"Sonata in A-flat, Op. 110",train,2004,2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_03_Track03_wav.wav,732.784163067,classical,45872
978,Ludwig van Beethoven,"Sonata in A-flat, Op. 110",train,2009,2009/MIDI-Unprocessed_21_R1_2009_01-03_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_21_R1_2009_01-03_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_01_WAV.wav,1183.00228922,classical,99228
980,Ludwig van Beethoven,"Sonata in C Major, Op. 53 'Waldstein'",train,2004,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.midi,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.wav,804.745489242,classical,59878
981,Ludwig van Beethoven,"Sonata in D minor, Op. 31, No. 2",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.wav,497.066909717,classical,33188
982,Ludwig van Beethoven,"Sonata in D minor, Op. 31, No. 2",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_03_Track03_wav.wav,781.777608279,classical,59760
983,Ludwig van Beethoven,"Sonata in E Major, Op. 14, No. 1",train,2009,2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_01_WAV.wav,753.7398979689999,classical,64424
984,Ludwig van Beethoven,"Sonata in E-flat Major, Op. 81a",train,2009,2009/MIDI-Unprocessed_20_R1_2009_01-05_ORIG_MID--AUDIO_20_R1_2009_20_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_20_R1_2009_01-05_ORIG_MID--AUDIO_20_R1_2009_20_R1_2009_01_WAV.wav,934.4181360939999,classical,97434
985,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--1.wav,658.1875,classical,63780
986,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--1.wav,687.135416667,classical,53522
987,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--1.midi,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--1.wav,578.2010416669999,classical,59516
988,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--2.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--2.wav,649.6739583330001,classical,64796
989,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--2.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--2.wav,673.126041667,classical,61640
990,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--2.midi,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--2.wav,669.2854166669999,classical,54532
991,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--1.midi,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--1.wav,604.837848246,classical,58498
992,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--1.midi,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--1.wav,665.632422146,classical,55760
993,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--2.midi,2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--2.wav,607.6433900540001,classical,52748
994,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--1.midi,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--1.wav,599.888086175,classical,65776
995,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--3.midi,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--3.wav,679.707139504,classical,54232
996,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--2.midi,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--2.wav,630.186014637,classical,53468
997,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2017,2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--1.midi,2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--1.wav,598.049419971,classical,62240
998,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2011,2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_03_Track03_wav.midi,2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_03_Track03_wav.wav,628.812138281,classical,57560
999,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2011,2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_02_Track02_wav.midi,2011/MIDI-Unprocessed_17_R3_2011_MID--AUDIO_R3-D6_02_Track02_wav.wav,582.602248594,classical,60156
1000,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2011,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_03_Track03_wav.midi,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_03_Track03_wav.wav,615.112899844,classical,62410
1001,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2011,2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_04_Track04_wav.midi,2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_04_Track04_wav.wav,630.735213281,classical,64394
1002,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2013,2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--2.midi,2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--2.wav,802.034454375,classical,60318
1003,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2013,2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--1.midi,2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--1.wav,602.1575174999999,classical,57206
1004,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.wav,663.106975781,classical,52176
1005,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.midi,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.wav,590.600370937,classical,57040
1006,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2008,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--1.midi,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--1.wav,544.017885469,classical,54000
1007,Ludwig van Beethoven,"Thirty-Two Variations in C minor, WoO 80    ",train,2008,2008/MIDI-Unprocessed_03_R3_2008_01-03_ORIG_MID--AUDIO_03_R3_2008_wav--1.midi,2008/MIDI-Unprocessed_03_R3_2008_01-03_ORIG_MID--AUDIO_03_R3_2008_wav--1.wav,638.0976525,classical,61630
